name,energy,diag,pca1,pca2,pca3
azepine_14_015,38.1158042,0.378,0.700557,-0.673803,0.059526
azepine_14_015,38.1132367,0.378,0.390395,0.60866,0.12935
azepine_14_015,38.1210245,0.378,0.40767,0.350942,0.251316
azepine_14_015,38.1187511,0.378,0.228593,0.155887,-0.913995
azepine_14_015,38.0496966,0.378,0.229349,0.093714,-0.070646
azepine_14_015,38.0521561,0.378,0.195655,0.108277,0.256072
azepine_14_015,0.5801715,0.005,0.186814,0.058524,-0.099864
azepine_14_015,0.5814948,0.005,0.076816,-0.030401,-0.01074
azepine_14_015,0.5808376,0.005,0.045096,0.034712,0.014295
azepine_14_015,0.5793226,0.005,0.044091,0.032826,0.002847
azepine_14_015,0.5786941,0.005,0.028224,0.02483,-0.01149
azepine_14_015,0.578372,0.005,0.028509,0.015024,-0.009953
azepine_14_015,54.9401787,0.547,0.023368,0.006392,-0.006431
azepine_14_015,0.5213092,0.005,0.023368,0.006392,-0.006431
azepine_15_015,38.1170801,0.378,0.699039,-0.664372,0.108636
azepine_15_015,38.1141021,0.378,0.393845,0.639192,0.261466
azepine_15_015,38.1208081,0.378,0.407297,0.315491,0.202233
azepine_15_015,38.1220089,0.378,0.229103,0.157423,-0.917761
azepine_15_015,38.0499182,0.378,0.229643,0.068138,-0.118596
azepine_15_015,38.0492751,0.378,0.19487,0.104357,0.019856
azepine_15_015,0.5779248,0.005,0.18634,0.061818,-0.143528
azepine_15_015,0.5803383,0.005,0.076278,-0.05276,-0.011111
azepine_15_015,0.5798112,0.005,0.044755,0.041315,0.011118
azepine_15_015,0.5804151,0.005,0.043897,0.028603,0.017109
azepine_15_015,0.5787475,0.005,0.028128,0.026569,-0.029002
azepine_15_015,0.5785919,0.005,0.027978,0.01587,-0.000994
azepine_15_015,54.9448199,0.547,0.023528,0.007679,-0.008423
azepine_15_015,0.5205981,0.005,0.023309,0.006872,-0.011771
azepine_16_015,38.1154316,0.378,0.700277,-0.67602,0.085608
azepine_16_015,38.1147078,0.378,0.393004,0.602756,0.23231
azepine_16_015,38.1182992,0.378,0.405884,0.347602,0.248964
azepine_16_015,38.1242556,0.378,0.229048,0.168898,-0.916994
azepine_16_015,38.0479129,0.378,0.229826,0.090207,-0.108613
azepine_16_015,38.0526152,0.378,0.19496,0.119087,0.047704
azepine_16_015,0.5796306,0.005,0.186472,0.059174,-0.139003
azepine_16_015,0.5812209,0.005,0.075686,-0.035515,0.014834
azepine_16_015,0.5805408,0.005,0.045073,0.035825,0.009818
azepine_16_015,0.5764509,0.005,0.043408,0.030762,0.001415
azepine_16_015,0.5806429,0.005,0.028432,0.02653,-0.028495
azepine_16_015,0.5749339,0.005,0.028276,0.014555,-0.020984
azepine_16_015,54.9429066,0.547,0.023576,0.007556,-0.027543
azepine_16_015,0.5208059,0.005,0.023356,0.006583,-0.01092
azepine_17_015,38.1166192,0.378,0.699693,-0.680491,0.084763
azepine_17_015,38.1083593,0.378,0.391681,0.593926,0.283676
azepine_17_015,38.1220584,0.378,0.408313,0.345303,0.204719
azepine_17_015,38.1215004,0.378,0.228032,0.181352,-0.914568
azepine_17_015,38.0498322,0.378,0.229879,0.093317,-0.122668
azepine_17_015,38.0522722,0.378,0.194597,0.122618,0.044432
azepine_17_015,0.5793281,0.005,0.187279,0.067431,-0.124815
azepine_17_015,0.5818502,0.005,0.076584,-0.017609,-0.009104
azepine_17_015,0.5798079,0.005,0.04456,0.030544,0.002821
azepine_17_015,0.5796674,0.005,0.044029,0.039314,-0.013903
azepine_17_015,0.5791948,0.005,0.028895,0.026247,-0.029767
azepine_17_015,0.5781526,0.005,0.028253,0.01426,0.000432
azepine_17_015,54.9434607,0.547,0.023339,0.006706,-0.010677
azepine_17_015,0.5204266,0.005,0.023339,0.006706,-0.010677
azepine_18_015,38.1168309,0.378,0.699815,-0.685408,0.067543
azepine_18_015,38.1162613,0.378,0.39378,0.566477,0.104565
azepine_18_015,38.1171371,0.378,0.407258,0.387329,0.431514
azepine_18_015,38.1223633,0.378,0.228245,0.175782,-0.872505
azepine_18_015,38.0524912,0.378,0.229407,0.090253,-0.113617
azepine_18_015,38.0508707,0.378,0.193876,0.11085,-0.052905
azepine_18_015,0.5790242,0.005,0.186394,0.07643,-0.140437
azepine_18_015,0.5793777,0.005,0.074933,-0.014602,-0.026905
azepine_18_015,0.5799336,0.005,0.044828,0.027776,0.000685
azepine_18_015,0.5780963,0.005,0.043978,0.018436,0.016111
azepine_18_015,0.5793698,0.005,0.028693,0.023336,-0.008621
azepine_18_015,0.5790887,0.005,0.028488,0.013866,-0.017114
azepine_18_015,54.9417995,0.547,0.023349,0.005539,-0.011256
azepine_18_015,0.5200222,0.005,0.023349,0.005539,-0.011256
azepine_19_015,38.1140215,0.378,0.699359,-0.674849,0.094425
azepine_19_015,38.1176511,0.378,0.393241,0.608535,0.252871
azepine_19_015,38.1189721,0.378,0.4076,0.34135,0.232062
azepine_19_015,38.1218177,0.378,0.228722,0.171224,-0.913327
azepine_19_015,38.0476292,0.378,0.229626,0.078518,-0.126702
azepine_19_015,38.0530851,0.378,0.194688,0.118054,0.037667
azepine_19_015,0.5807424,0.005,0.186464,0.060391,-0.137169
azepine_19_015,0.5779595,0.005,0.07602,-0.033744,-0.038608
azepine_19_015,0.5807261,0.005,0.044779,0.031667,2.10E-05
azepine_19_015,0.5794404,0.005,0.043802,0.036839,0.015662
azepine_19_015,0.5797191,0.005,0.028393,0.026745,-0.027496
azepine_19_015,0.5758831,0.005,0.02847,0.019282,-0.010622
azepine_19_015,54.9437059,0.547,0.023325,0.006748,-0.01067
azepine_19_015,0.5208206,0.005,0.023325,0.006748,-0.01067
azepine_20_015,38.1174265,0.378,0.69939,-0.673264,0.104172
azepine_20_015,38.1093562,0.378,0.392282,0.616474,0.277031
azepine_20_015,38.1137993,0.378,0.408661,0.3319,0.207428
azepine_20_015,38.1232472,0.378,0.228235,0.169333,-0.909269
azepine_20_015,38.0476748,0.378,0.229632,0.079501,-0.130355
azepine_20_015,38.0518767,0.378,0.194451,0.118976,0.022211
azepine_20_015,0.5784893,0.005,0.18647,0.061504,-0.139823
azepine_20_015,0.5822037,0.005,0.07691,-0.028974,-0.064791
azepine_20_015,0.5815817,0.005,0.04478,0.032072,-0.000947
azepine_20_015,0.5780961,0.005,0.04379,0.033626,-0.010847
azepine_20_015,0.5803254,0.005,0.028975,0.017229,-0.01941
azepine_20_015,0.5747069,0.005,0.028016,0.013411,-0.004499
azepine_20_015,54.9441174,0.547,0.023546,0.007936,-0.027087
azepine_20_015,0.5207148,0.005,0.023325,0.006792,-0.011053
azepine_2_015,38.1154554,0.378,0.699547,-0.677532,0.086858
azepine_2_015,38.1147976,0.378,0.391733,0.60039,0.255771
azepine_2_015,38.1206774,0.378,0.408713,0.345069,0.198586
azepine_2_015,38.1220635,0.378,0.228579,0.171317,-0.920356
azepine_2_015,38.0509537,0.378,0.229833,0.093681,-0.107565
azepine_2_015,38.0516924,0.378,0.194554,0.123853,0.103946
azepine_2_015,0.5808699,0.005,0.186538,0.060438,-0.129007
azepine_2_015,0.5807372,0.005,0.076038,-0.034945,-0.018264
azepine_2_015,0.58028,0.005,0.044797,0.031263,0.003906
azepine_2_015,0.5795729,0.005,0.043805,0.032682,-0.008149
azepine_2_015,0.5789226,0.005,0.028404,0.026329,-0.027073
azepine_2_015,0.5775228,0.005,0.028468,0.015526,-0.014387
azepine_2_015,54.942051,0.547,0.023334,0.006713,-0.009292
azepine_2_015,0.5211037,0.005,0.023334,0.006713,-0.009292
azepine_21_015,38.1149396,0.378,0.699183,-0.67989,0.064792
azepine_21_015,38.1159927,0.378,0.392006,0.596193,0.18859
azepine_21_015,38.1127809,0.378,0.409295,0.35361,0.248582
azepine_21_015,38.1235811,0.378,0.228031,0.171455,-0.923101
azepine_21_015,38.0474036,0.378,0.229946,0.089843,-0.088142
azepine_21_015,38.0495389,0.378,0.194202,0.113715,0.159405
azepine_21_015,0.580562,0.005,0.186659,0.061551,-0.102335
azepine_21_015,0.5811943,0.005,0.076354,-0.009195,0.010884
azepine_21_015,0.581296,0.005,0.045486,0.031774,-0.034175
azepine_21_015,0.5751803,0.005,0.043564,0.030255,0.009185
azepine_21_015,0.5804828,0.005,0.028614,0.027254,-0.021532
azepine_21_015,0.57852,0.005,0.028455,0.014905,-0.012305
azepine_21_015,54.9439445,0.547,0.023545,0.007832,-0.025001
azepine_21_015,0.5203724,0.005,0.023323,0.006277,-0.008001
azepine_22_015,38.1164003,0.378,0.698259,-0.673262,0.084895
azepine_22_015,38.1166458,0.378,0.394049,0.600325,0.200195
azepine_22_015,38.1162446,0.378,0.408291,0.352972,0.303168
azepine_22_015,38.1225747,0.378,0.229113,0.171192,-0.910829
azepine_22_015,38.049656,0.378,0.230466,0.085342,-0.100389
azepine_22_015,38.053582,0.378,0.194417,0.108899,-0.013493
azepine_22_015,0.5779391,0.005,0.186657,0.060898,-0.12986
azepine_22_015,0.5787165,0.005,0.075174,-0.081239,-0.04726
azepine_22_015,0.5807441,0.005,0.045091,0.022333,0.031067
azepine_22_015,0.5763831,0.005,0.043146,0.039924,0.00239
azepine_22_015,0.5796007,0.005,0.02811,0.024831,-0.026156
azepine_22_015,0.5735526,0.005,0.027739,0.013519,-0.001724
azepine_22_015,54.9418193,0.547,0.023728,0.007333,-0.007061
azepine_22_015,0.5194062,0.005,0.023292,0.005977,-0.01139
azepine_23_015,38.1152419,0.378,0.700419,-0.674682,0.097246
azepine_23_015,38.1159574,0.378,0.391544,0.612253,0.249807
azepine_23_015,38.114752,0.378,0.407359,0.337285,0.248629
azepine_23_015,38.123113,0.378,0.228341,0.166953,-0.908645
azepine_23_015,38.0495777,0.378,0.229412,0.088489,-0.128259
azepine_23_015,38.0496248,0.378,0.194487,0.118372,0.010082
azepine_23_015,0.5810378,0.005,0.186739,0.059965,-0.145055
azepine_23_015,0.5803668,0.005,0.077504,-0.015067,-0.038869
azepine_23_015,0.5811537,0.005,0.04521,0.021197,-0.015824
azepine_23_015,0.5794626,0.005,0.043852,0.033137,0.008097
azepine_23_015,0.5798249,0.005,0.028655,0.02774,-0.025927
azepine_23_015,0.5783146,0.005,0.028498,0.015575,-0.017968
azepine_23_015,54.9429935,0.547,0.02336,0.006762,-0.011668
azepine_23_015,0.52083,0.005,0.02336,0.006762,-0.011668
azepine_24_015,38.1139311,0.378,0.700801,-0.665577,0.081421
azepine_24_015,38.1011864,0.378,0.391135,0.607847,0.148272
azepine_24_015,38.1207517,0.378,0.406845,0.353293,0.401275
azepine_24_015,38.1215452,0.378,0.228737,0.169245,-0.870273
azepine_24_015,38.0521028,0.378,0.229421,0.066719,-0.132219
azepine_24_015,38.0537935,0.378,0.194026,0.108095,-0.097532
azepine_24_015,0.581403,0.005,0.186263,0.066996,-0.156635
azepine_24_015,0.5813937,0.005,0.079622,-0.09603,0.001034
azepine_24_015,0.5801768,0.005,0.045317,0.03829,0.018652
azepine_24_015,0.5799248,0.005,0.044102,0.038518,-0.012442
azepine_24_015,0.5793437,0.005,0.028207,0.024284,-0.025504
azepine_24_015,0.5775148,0.005,0.028748,0.024505,0.003415
azepine_24_015,54.9390103,0.547,0.02381,0.00689,-0.011526
azepine_24_015,0.517806,0.005,0.023374,0.005937,-0.012749
azepine_25_015,38.1142524,0.378,0.698244,-0.679009,0.087593
azepine_25_015,38.113253,0.378,0.39627,0.602005,0.231745
azepine_25_015,38.1191619,0.378,0.406731,0.356221,0.20615
azepine_25_015,38.1231255,0.378,0.229144,0.161366,-0.92372
azepine_25_015,38.0493962,0.378,0.229872,0.069991,-0.092813
azepine_25_015,38.0496056,0.378,0.194938,0.100336,0.125516
azepine_25_015,0.5813388,0.005,0.186521,0.053417,-0.119423
azepine_25_015,0.5815109,0.005,0.072822,0.056708,-0.054717
azepine_25_015,0.5804553,0.005,0.044699,0.031522,0.000339
azepine_25_015,0.5789421,0.005,0.043249,0.024962,-0.026681
azepine_25_015,0.5785957,0.005,0.028388,0.024908,0.00177
azepine_25_015,0.5763816,0.005,0.02819,0.015273,-0.018791
azepine_25_015,54.9381871,0.547,0.023286,0.007017,-0.009282
azepine_25_015,0.5159705,0.005,0.023286,0.007017,-0.009282
azepine_26_015,38.1164025,0.378,0.69933,-0.676459,0.127263
azepine_26_015,38.0995336,0.378,0.393798,0.588777,0.199303
azepine_26_015,38.1193271,0.378,0.407357,0.385476,0.374426
azepine_26_015,38.1202809,0.378,0.230323,0.156152,-0.818054
azepine_26_015,38.0500647,0.378,0.227962,0.079935,-0.174113
azepine_26_015,38.0482647,0.378,0.195296,0.067416,-0.236169
azepine_26_015,0.5776652,0.005,0.185101,0.086266,-0.209564
azepine_26_015,0.5803956,0.005,0.076612,-0.041382,-0.048757
azepine_26_015,0.5808551,0.005,0.044752,0.033285,-0.010708
azepine_26_015,0.5778024,0.005,0.043913,0.024469,-0.009668
azepine_26_015,0.5790377,0.005,0.028386,0.025653,-0.029858
azepine_26_015,0.5782128,0.005,0.028238,0.015017,-0.022963
azepine_26_015,54.9469507,0.547,0.023545,0.007506,-0.018229
azepine_26_015,0.5199461,0.005,0.02332,0.005905,-0.018175
azepine_27_015,38.1137695,0.378,0.698223,-0.681831,0.112591
azepine_27_015,38.1148281,0.378,0.395335,0.597549,0.238408
azepine_27_015,38.1213114,0.378,0.407475,0.3592,0.280936
azepine_27_015,38.1197106,0.378,0.229992,0.149946,-0.89108
azepine_27_015,38.0494875,0.378,0.229413,0.093339,-0.144025
azepine_27_015,38.0516682,0.378,0.194954,0.103138,-0.061541
azepine_27_015,0.5811067,0.005,0.186174,0.060266,-0.150948
azepine_27_015,0.5807533,0.005,0.073325,0.030308,-0.095256
azepine_27_015,0.5793349,0.005,0.044703,0.030202,-0.006685
azepine_27_015,0.5797096,0.005,0.043488,0.028726,-0.020899
azepine_27_015,0.5775463,0.005,0.028391,0.023889,0.001725
azepine_27_015,0.5772632,0.005,0.028412,0.015422,-0.019007
azepine_27_015,54.938969,0.547,0.023288,0.006618,-0.012288
azepine_27_015,0.5174613,0.005,0.023288,0.006618,-0.012288
azepine_28_015,38.1133491,0.378,0.698683,-0.681273,0.153033
azepine_28_015,38.1167697,0.378,0.399076,0.585247,0.394015
azepine_28_015,38.1218876,0.378,0.404021,0.376551,0.140612
azepine_28_015,38.1159108,0.378,0.227855,0.151101,-0.807007
azepine_28_015,38.0405653,0.378,0.229021,0.095856,-0.166386
azepine_28_015,38.0534168,0.378,0.194756,0.09433,-0.280499
azepine_28_015,0.581297,0.005,0.186304,0.073612,-0.195128
azepine_28_015,0.5793213,0.005,0.075917,-0.038363,-0.054418
azepine_28_015,0.5804415,0.005,0.044715,0.038024,-0.021917
azepine_28_015,0.5796831,0.005,0.043492,0.035229,-0.00958
azepine_28_015,0.5789771,0.005,0.028354,0.027273,-0.031243
azepine_28_015,0.5750995,0.005,0.028203,0.01536,-0.025638
azepine_28_015,54.9510957,0.547,0.023295,0.006586,-0.01865
azepine_28_015,0.5183225,0.005,0.023295,0.006586,-0.01865
azepine_29_015,38.1168225,0.378,0.699165,-0.674776,0.101198
azepine_29_015,38.1139428,0.378,0.392937,0.616624,0.29588
azepine_29_015,38.1196489,0.378,0.40802,0.32581,0.165015
azepine_29_015,38.1221251,0.378,0.228395,0.167821,-0.917048
azepine_29_015,38.043258,0.378,0.230253,0.085732,-0.116607
azepine_29_015,38.0507482,0.378,0.194396,0.122449,0.042106
azepine_29_015,0.575771,0.005,0.186858,0.066388,-0.127568
azepine_29_015,0.5802903,0.005,0.076066,-0.023095,-0.005558
azepine_29_015,0.5809477,0.005,0.045131,0.02211,-0.015448
azepine_29_015,0.578839,0.005,0.043786,0.036861,0.013176
azepine_29_015,0.580815,0.005,0.028139,0.026365,-0.028242
azepine_29_015,0.5769498,0.005,0.027986,0.015381,0.001303
azepine_29_015,54.9452219,0.547,0.023539,0.00817,-0.026794
azepine_29_015,0.5208588,0.005,0.023084,0.002188,-0.020089
azepine_30_015,38.1143674,0.378,0.69946,-0.678229,0.087186
azepine_30_015,38.1156598,0.378,0.392234,0.59865,0.25639
azepine_30_015,38.1195566,0.378,0.407757,0.354024,0.209287
azepine_30_015,38.1220705,0.378,0.228758,0.171323,-0.923023
azepine_30_015,38.033673,0.378,0.229923,0.081876,-0.099729
azepine_30_015,38.0536821,0.378,0.194723,0.117219,0.05973
azepine_30_015,0.5807081,0.005,0.186702,0.064714,-0.123313
azepine_30_015,0.5809442,0.005,0.077652,-0.013198,0.005096
azepine_30_015,0.5815251,0.005,0.045296,0.009891,0.005734
azepine_30_015,0.5780067,0.005,0.043574,0.031757,0.005477
azepine_30_015,0.5807903,0.005,0.028398,0.026684,-0.027905
azepine_30_015,0.5740376,0.005,0.028242,0.014682,-0.019793
azepine_30_015,54.9432667,0.547,0.02355,0.008066,-0.026481
azepine_30_015,0.5210389,0.005,0.02311,0.005811,-0.014479
azepine_3_015,38.1155249,0.378,0.699159,-0.672053,0.110944
azepine_3_015,38.1121667,0.378,0.393431,0.622615,0.270971
azepine_3_015,38.121999,0.378,0.407726,0.327868,0.224358
azepine_3_015,38.1209614,0.378,0.228921,0.156614,-0.906274
azepine_3_015,38.0493892,0.378,0.229572,0.081619,-0.12462
azepine_3_015,38.0500097,0.378,0.194355,0.116343,-0.039694
azepine_3_015,0.5800425,0.005,0.186387,0.060475,-0.154107
azepine_3_015,0.581361,0.005,0.076445,-0.028574,-0.006256
azepine_3_015,0.5800847,0.005,0.045214,0.038118,-0.011876
azepine_3_015,0.5797668,0.005,0.044005,0.038595,-0.003444
azepine_3_015,0.578843,0.005,0.02838,0.026782,-0.029078
azepine_3_015,0.5783952,0.005,0.028444,0.015669,-0.019563
azepine_3_015,54.9456341,0.547,0.023316,0.006841,-0.012676
azepine_3_015,0.5205546,0.005,0.023316,0.006841,-0.012676
azepine_31_015,38.1143077,0.378,0.700301,-0.672198,0.101334
azepine_31_015,38.1134562,0.378,0.391907,0.619295,0.283615
azepine_31_015,38.1211689,0.378,0.407757,0.331809,0.175445
azepine_31_015,38.1220135,0.378,0.228264,0.167671,-0.913712
azepine_31_015,38.0366463,0.378,0.229231,0.075176,-0.123044
azepine_31_015,38.0519376,0.378,0.19422,0.114144,0.063946
azepine_31_015,0.5812433,0.005,0.185994,0.057172,-0.149809
azepine_31_015,0.5813421,0.005,0.077944,-0.006975,0.017389
azepine_31_015,0.5807194,0.005,0.045419,0.023572,-0.011675
azepine_31_015,0.5800848,0.005,0.04371,0.049828,-0.008813
azepine_31_015,0.5809411,0.005,0.028413,0.031259,-0.020432
azepine_31_015,0.5756709,0.005,0.028249,0.016735,-0.014847
azepine_31_015,54.9450402,0.547,0.023575,0.008373,-0.026473
azepine_31_015,0.5209873,0.005,0.023353,0.007063,-0.010805
azepine_32_015,38.1171534,0.378,0.698864,-0.674637,0.09645
azepine_32_015,38.1107188,0.378,0.393476,0.614931,0.275998
azepine_32_015,38.1205236,0.378,0.408326,0.331188,0.19477
azepine_32_015,38.1221127,0.378,0.22831,0.168664,-0.916512
azepine_32_015,38.0483778,0.378,0.229708,0.078781,-0.130504
azepine_32_015,38.050972,0.378,0.19456,0.12009,0.03962
azepine_32_015,0.5748845,0.005,0.187026,0.06585,-0.126481
azepine_32_015,0.5807578,0.005,0.075796,-0.028568,0.004845
azepine_32_015,0.5803465,0.005,0.044503,0.031199,-0.000164
azepine_32_015,0.5788076,0.005,0.043892,0.026882,0.020949
azepine_32_015,0.579775,0.005,0.028373,0.02667,-0.027739
azepine_32_015,0.577953,0.005,0.028215,0.014241,-0.000804
azepine_32_015,54.944717,0.547,0.023308,0.006712,-0.010945
azepine_32_015,0.520673,0.005,0.022712,0.01249,-0.02534
azepine_33_015,38.1141899,0.378,0.699932,-0.675749,0.102814
azepine_33_015,38.115023,0.378,0.392154,0.609872,0.289655
azepine_33_015,38.1089574,0.378,0.407605,0.332661,0.162995
azepine_33_015,38.1243032,0.378,0.22843,0.166777,-0.915238
azepine_33_015,38.0509647,0.378,0.229907,0.09682,-0.115987
azepine_33_015,38.0512194,0.378,0.194178,0.118785,0.07113
azepine_33_015,0.5805896,0.005,0.186825,0.066816,-0.124819
azepine_33_015,0.5807291,0.005,0.076493,-0.033653,-0.075768
azepine_33_015,0.580338,0.005,0.045036,0.040415,0.017666
azepine_33_015,0.5751928,0.005,0.043815,0.038892,0.000108
azepine_33_015,0.5789369,0.005,0.028752,0.01628,-0.019897
azepine_33_015,0.5775746,0.005,0.028019,0.015624,-0.018295
azepine_33_015,54.9440025,0.547,0.023798,0.01257,-0.017697
azepine_33_015,0.5210368,0.005,0.023344,0.006875,-0.010611
azepine_34_015,38.1161153,0.378,0.699212,-0.673543,0.09686
azepine_34_015,38.1148756,0.378,0.393422,0.61667,0.254157
azepine_34_015,38.1097616,0.378,0.407892,0.330853,0.225205
azepine_34_015,38.1234243,0.378,0.228417,0.166813,-0.917134
azepine_34_015,38.05083,0.378,0.229839,0.082304,-0.107733
azepine_34_015,38.0498856,0.378,0.194153,0.114995,0.023967
azepine_34_015,0.5791461,0.005,0.186628,0.06377,-0.12984
azepine_34_015,0.5810226,0.005,0.07577,-0.033896,-0.059266
azepine_34_015,0.5804948,0.005,0.045235,0.040248,0.016163
azepine_34_015,0.5746893,0.005,0.043542,0.027833,-0.002018
azepine_34_015,0.5788565,0.005,0.02897,0.017326,-0.019835
azepine_34_015,0.5774406,0.005,0.028086,0.02568,-0.022685
azepine_34_015,54.9448591,0.547,0.023774,0.012537,-0.017766
azepine_34_015,0.5205374,0.005,0.02332,0.006571,-0.011401
azepine_35_015,38.1150091,0.378,0.698653,-0.679309,0.099393
azepine_35_015,38.1155994,0.378,0.394467,0.600348,0.276954
azepine_35_015,38.1206484,0.378,0.407394,0.347866,0.205317
azepine_35_015,38.1221836,0.378,0.228716,0.167559,-0.914683
azepine_35_015,38.0494092,0.378,0.230092,0.085269,-0.121705
azepine_35_015,38.0488396,0.378,0.194496,0.119648,0.015327
azepine_35_015,0.5807931,0.005,0.186725,0.065755,-0.132182
azepine_35_015,0.580846,0.005,0.07581,-0.019394,-0.035466
azepine_35_015,0.5796041,0.005,0.044749,0.035705,0.00479
azepine_35_015,0.5803668,0.005,0.043887,0.021967,0.009683
azepine_35_015,0.5785351,0.005,0.028143,0.025549,-0.01226
azepine_35_015,0.5794284,0.005,0.028427,0.015675,-0.017643
azepine_35_015,54.9458988,0.547,0.023301,0.006804,-0.011435
azepine_35_015,0.5184648,0.005,0.023301,0.006804,-0.011435
azepine_4_015,38.1147724,0.378,0.703013,-0.66223,0.15713
azepine_4_015,38.1126258,0.378,0.391992,0.642452,0.447803
azepine_4_015,38.1212977,0.378,0.405042,0.280265,0.026707
azepine_4_015,38.1224322,0.378,0.227655,0.172237,-0.818204
azepine_4_015,38.0482381,0.378,0.227753,0.079617,-0.214885
azepine_4_015,38.0507344,0.378,0.19338,0.150759,-0.112572
azepine_4_015,0.5802353,0.005,0.185267,0.071627,-0.207439
azepine_4_015,0.5817107,0.005,0.077355,-0.052702,0.007583
azepine_4_015,0.5805281,0.005,0.044993,0.043812,0.0216
azepine_4_015,0.5787865,0.005,0.043888,0.021629,-0.016846
azepine_4_015,0.5779329,0.005,0.028524,0.027955,-0.030408
azepine_4_015,0.5774599,0.005,0.028152,0.014934,-0.024013
azepine_4_015,54.9440074,0.547,0.023438,0.007926,-0.014569
azepine_4_015,0.5194724,0.005,0.023438,0.007926,-0.014569
azepine_5_015,38.1147543,0.378,0.698713,-0.678221,0.108377
azepine_5_015,38.1155314,0.378,0.394618,0.601618,0.302704
azepine_5_015,38.1193935,0.378,0.40718,0.347646,0.185024
azepine_5_015,38.1236383,0.378,0.228468,0.164875,-0.907398
azepine_5_015,38.0505361,0.378,0.230098,0.085397,-0.131828
azepine_5_015,38.0485415,0.378,0.194503,0.120123,-0.020819
azepine_5_015,0.5809111,0.005,0.186733,0.066379,-0.140524
azepine_5_015,0.580784,0.005,0.076176,-0.030036,-0.011919
azepine_5_015,0.580194,0.005,0.044983,0.040921,0.012995
azepine_5_015,0.5795474,0.005,0.043875,0.018329,-0.017423
azepine_5_015,0.5784591,0.005,0.028143,0.025446,-0.01329
azepine_5_015,0.5790043,0.005,0.028428,0.015754,-0.019084
azepine_5_015,54.9453567,0.547,0.023302,0.006863,-0.012364
azepine_5_015,0.5195252,0.005,0.023302,0.006863,-0.012364
azepine_6_015,38.1155801,0.378,0.700544,-0.675592,0.100778
azepine_6_015,38.1145849,0.378,0.394033,0.597046,0.219131
azepine_6_015,38.1163857,0.378,0.405611,0.361185,0.31569
azepine_6_015,38.1232396,0.378,0.228667,0.166652,-0.88538
azepine_6_015,38.0515595,0.378,0.228971,0.079538,-0.148983
azepine_6_015,38.0517482,0.378,0.19394,0.119409,-0.06663
azepine_6_015,0.5804155,0.005,0.185957,0.06298,-0.170027
azepine_6_015,0.5808242,0.005,0.076726,-0.044746,-0.037013
azepine_6_015,0.5813403,0.005,0.044844,0.035374,0.006556
azepine_6_015,0.5773359,0.005,0.043766,0.022324,0.010455
azepine_6_015,0.5785748,0.005,0.028807,0.016373,-0.022231
azepine_6_015,0.5786442,0.005,0.028503,0.015154,-0.019555
azepine_6_015,54.9434875,0.547,0.023364,0.00647,-0.012728
azepine_6_015,0.5205586,0.005,0.023364,0.00647,-0.012728
azepine_7_015,38.1155691,0.378,0.699717,-0.672466,0.115273
azepine_7_015,38.1153311,0.378,0.393429,0.614792,0.294945
azepine_7_015,38.1184068,0.378,0.407056,0.342293,0.175213
azepine_7_015,38.1237449,0.378,0.228647,0.158044,-0.905882
azepine_7_015,38.0448014,0.378,0.229502,0.075379,-0.148582
azepine_7_015,38.0510814,0.378,0.194509,0.12064,0.008744
azepine_7_015,0.5805902,0.005,0.185835,0.055575,-0.153586
azepine_7_015,0.5806745,0.005,0.076678,-0.032039,0.025305
azepine_7_015,0.5813745,0.005,0.04563,0.032287,0.00151
azepine_7_015,0.57714,0.005,0.043801,0.033887,0.005882
azepine_7_015,0.5805937,0.005,0.028404,0.027689,-0.028483
azepine_7_015,0.5767187,0.005,0.028466,0.01589,-0.017955
azepine_7_015,54.9448332,0.547,0.023555,0.008247,-0.026664
azepine_7_015,0.520581,0.005,0.023334,0.006989,-0.011557
azepine_8_015,38.116258,0.378,0.698818,-0.679237,0.101767
azepine_8_015,38.1149434,0.378,0.394254,0.593086,0.291362
azepine_8_015,38.1169258,0.378,0.407799,0.359337,0.195807
azepine_8_015,38.1229924,0.378,0.228541,0.171225,-0.910294
azepine_8_015,38.0465065,0.378,0.229691,0.078989,-0.134416
azepine_8_015,38.0523114,0.378,0.194047,0.116237,0.005763
azepine_8_015,0.5800066,0.005,0.186768,0.065388,-0.131258
azepine_8_015,0.5805681,0.005,0.076189,-0.030442,-0.031241
azepine_8_015,0.5815111,0.005,0.044499,0.031128,-0.001963
azepine_8_015,0.5772286,0.005,0.043525,0.037514,0.016021
azepine_8_015,0.5799863,0.005,0.02859,0.027976,-0.025218
azepine_8_015,0.5773348,0.005,0.028434,0.01558,-0.017667
azepine_8_015,54.9448976,0.547,0.023307,0.00674,-0.011438
azepine_8_015,0.5205982,0.005,0.023307,0.00674,-0.011438
azepine_9_015,38.1164842,0.378,0.699121,-0.673877,0.091531
azepine_9_015,38.1142647,0.378,0.392524,0.616166,0.260126
azepine_9_015,38.1198045,0.378,0.408525,0.32887,0.209416
azepine_9_015,38.1221071,0.378,0.228642,0.17028,-0.919174
azepine_9_015,38.0501447,0.378,0.230246,0.08444,-0.111189
azepine_9_015,38.0510182,0.378,0.194388,0.119445,0.059181
azepine_9_015,0.5788596,0.005,0.186648,0.061282,-0.134674
azepine_9_015,0.5807049,0.005,0.076005,-0.030957,-0.014035
azepine_9_015,0.5805494,0.005,0.044544,0.030623,-0.003532
