name,energy,diag,pca1,pca2,pca3
nhme2_22_015,0.5854579,0.005,0.07521,0.268165,0.395594
nhme2_22_015,38.0799854,0.378,0.072396,0.253065,0.29494
nhme2_22_015,0.5838575,0.005,0.050868,0.043848,0.066059
nhme2_22_015,0.5835121,0.005,0.043741,-0.014734,-0.040276
nhme2_22_015,0.5875856,0.005,0.04402,-0.018115,-0.042453
nhme2_22_015,0.531379,0.005,0.040742,-0.055952,-0.053498
nhme2_23_015,54.9137203,0.547,0.820833,-0.132405,0.161689
nhme2_23_015,38.0891201,0.378,0.437425,0.638328,-0.24688
nhme2_23_015,0.5848897,0.005,0.333209,-0.638587,-0.028309
nhme2_23_015,0.5840256,0.005,0.069106,0.034148,-0.827912
nhme2_23_015,0.587001,0.005,0.073853,0.283273,0.27247
nhme2_23_015,38.0916227,0.378,0.07411,0.283127,0.355233
nhme2_23_015,0.5833947,0.005,0.050102,0.038302,0.074568
nhme2_23_015,0.583353,0.005,0.044812,-0.020894,-0.086797
nhme2_23_015,0.586404,0.005,0.044778,-0.013428,0.005139
nhme2_23_015,0.5297876,0.005,0.040228,-0.059657,-0.114528
nhme2_3_015,54.9137416,0.547,0.821192,-0.128818,0.350074
nhme2_3_015,38.0921196,0.378,0.434819,0.652176,-0.492582
nhme2_3_015,0.584098,0.005,0.334014,-0.63612,-0.227759
nhme2_3_015,0.5842164,0.005,0.07876,-0.040937,-0.564665
nhme2_3_015,0.5866137,0.005,0.073313,0.274225,0.31925
nhme2_3_015,38.092453,0.378,0.072547,0.264168,0.371914
nhme2_3_015,0.5836133,0.005,0.05163,0.051477,0.088943
nhme2_3_015,0.5832701,0.005,0.044313,-0.021414,-0.024427
nhme2_3_015,0.5857809,0.005,0.044044,-0.017135,-0.04653
nhme2_3_015,0.525929,0.005,0.04001,-0.057976,-0.114792
nhme2_4_015,54.9160971,0.547,0.821422,-0.133078,0.335851
nhme2_4_015,38.092974,0.378,0.435761,0.651017,-0.478787
nhme2_4_015,0.5830632,0.005,0.33218,-0.637972,-0.218679
nhme2_4_015,0.5818601,0.005,0.076547,-0.01906,-0.571032
nhme2_4_015,0.5858296,0.005,0.07442,0.273001,0.382119
nhme2_4_015,38.0896399,0.378,0.073938,0.264901,0.341304
nhme2_4_015,0.5845881,0.005,0.051915,0.053341,0.066521
nhme2_4_015,0.5838651,0.005,0.043506,-0.015258,-0.020897
nhme2_4_015,0.5863534,0.005,0.044052,-0.017789,-0.052704
nhme2_4_015,0.5298498,0.005,0.040523,-0.05476,-0.118007
nhme2_5_015,54.91612,0.547,0.820923,-0.129754,0.191053
nhme2_5_015,38.0878415,0.378,0.435868,0.642458,-0.31246
nhme2_5_015,0.584593,0.005,0.333314,-0.645121,-0.052749
nhme2_5_015,0.5831377,0.005,0.073848,0.038788,-0.736493
nhme2_5_015,0.5875232,0.005,0.076744,0.277983,0.393297
nhme2_5_015,38.0867917,0.378,0.073899,0.26587,0.383331
nhme2_5_015,0.5848155,0.005,0.051179,0.031745,0.046953
nhme2_5_015,0.5836344,0.005,0.044556,-0.02113,-0.065887
nhme2_5_015,0.5864867,0.005,0.044019,-0.017704,-0.07246
nhme2_5_015,0.5322205,0.005,0.040744,-0.054737,-0.0851
nhme2_6_015,54.9163819,0.547,0.820735,-0.128884,0.261184
nhme2_6_015,38.0916159,0.378,0.435819,0.640261,-0.394556
nhme2_6_015,0.5824506,0.005,0.332999,-0.641489,-0.11979
nhme2_6_015,0.5834752,0.005,0.076888,0.01016,-0.686032
nhme2_6_015,0.5868377,0.005,0.075892,0.283277,0.375291
nhme2_6_015,38.0832684,0.378,0.074881,0.274238,0.366334
nhme2_6_015,0.5852554,0.005,0.052178,0.040848,0.053915
nhme2_6_015,0.5854799,0.005,0.044043,-0.025661,-0.060365
nhme2_6_015,0.5877722,0.005,0.044829,-0.024268,-0.064525
nhme2_6_015,0.5316413,0.005,0.040231,-0.058953,-0.073213
nhme2_7_015,54.9100429,0.547,0.829577,-0.143901,0.176445
nhme2_7_015,38.0926359,0.378,0.42263,0.643346,-0.371843
nhme2_7_015,0.5833638,0.005,0.32819,-0.60472,0.001224
nhme2_7_015,0.5840053,0.005,0.075521,0.01855,-0.664895
nhme2_7_015,0.5867301,0.005,0.075924,0.310779,0.432103
nhme2_7_015,38.0882878,0.378,0.075924,0.310779,0.432103
nhme2_7_015,0.5851732,0.005,0.050385,0.035871,0.045094
nhme2_7_015,0.5847943,0.005,0.045291,-0.022168,-0.069038
nhme2_7_015,0.5872937,0.005,0.044744,-0.019365,-0.011107
nhme2_7_015,0.5313572,0.005,0.040657,-0.063618,-0.090356
nhme2_8_015,54.9167343,0.547,0.820586,-0.130693,0.210809
nhme2_8_015,38.0919228,0.378,0.437011,0.653517,-0.325972
nhme2_8_015,0.5814813,0.005,0.333964,-0.645689,-0.084171
nhme2_8_015,0.5832066,0.005,0.073385,0.020041,-0.740126
nhme2_8_015,0.5863179,0.005,0.073858,0.266046,0.398725
nhme2_8_015,38.0931519,0.378,0.072356,0.248299,0.349639
nhme2_8_015,0.5827516,0.005,0.050848,0.043278,0.054184
nhme2_8_015,0.5820007,0.005,0.043478,-0.018549,-0.060769
nhme2_8_015,0.5835022,0.005,0.044258,-0.01805,0.00632
nhme2_8_015,0.531374,0.005,0.040219,-0.059531,-0.080823
nhme2_9_015,54.9161421,0.547,0.821885,-0.129048,0.256363
nhme2_9_015,38.0876183,0.378,0.433246,0.64638,-0.396117
nhme2_9_015,0.5845396,0.005,0.333983,-0.639952,-0.117888
nhme2_9_015,0.5835742,0.005,0.076219,0.004828,-0.677988
nhme2_9_015,0.5876911,0.005,0.075998,0.282607,0.386919
nhme2_9_015,38.0918366,0.378,0.073967,0.263902,0.371885
nhme2_9_015,0.5831393,0.005,0.051436,0.047659,0.060651
nhme2_9_015,0.5829274,0.005,0.044613,-0.020771,-0.054325
nhme2_9_015,0.5861804,0.005,0.044076,-0.017352,-0.05944
nhme2_9_015,0.5314361,0.005,0.040287,-0.058848,-0.075081
nitrobenzene_0_015,38.1198749,0.378,-0.723344,0.531209,-0.285207
nitrobenzene_0_015,38.1169186,0.378,-0.419826,0.128958,0.357822
nitrobenzene_0_015,38.0582772,0.378,-0.362266,-0.389317,0.569283
nitrobenzene_0_015,38.1168406,0.378,-0.237079,-0.33607,0.21279
nitrobenzene_0_015,38.1199405,0.378,-0.193553,-0.268889,-0.29273
nitrobenzene_0_015,38.1200438,0.378,-0.163555,-0.344063,-0.130589
nitrobenzene_0_015,0.5782931,0.005,-0.133272,-0.275656,-0.343585
nitrobenzene_0_015,0.5677423,0.005,-0.125244,-0.298653,-0.278965
nitrobenzene_0_015,0.5677407,0.005,-0.113528,-0.256848,-0.294357
nitrobenzene_0_015,0.5782907,0.005,-0.030006,-0.082989,-0.17003
nitrobenzene_0_015,0.5764145,0.005,-0.026311,-0.065681,-0.043444
nitrobenzene_0_015,54.6523713,0.547,-0.019468,-0.036798,-0.049736
nitrobenzene_0_015,75.2791618,0.754,-0.017416,-0.038507,-0.034245
nitrobenzene_0_015,75.2791616,0.754,-0.0159,-0.028406,-0.039385
nitrobenzene_0_05,38.1143818,0.378,-0.732814,0.555548,-0.238836
nitrobenzene_0_05,38.1158716,0.378,-0.4032,0.061674,0.326643
nitrobenzene_0_05,38.0542839,0.378,-0.360534,-0.357517,0.49007
nitrobenzene_0_05,38.1159233,0.378,-0.235866,-0.377723,0.31588
nitrobenzene_0_05,38.1143621,0.378,-0.193072,-0.25465,-0.274364
nitrobenzene_0_05,38.1193906,0.378,-0.164214,-0.329671,-0.089183
nitrobenzene_0_05,0.5792375,0.005,-0.135513,-0.275096,-0.376671
nitrobenzene_0_05,0.5626327,0.005,-0.127464,-0.298689,-0.299899
nitrobenzene_0_05,0.5626346,0.005,-0.115328,-0.253257,-0.343707
nitrobenzene_0_05,0.5792344,0.005,-0.030644,-0.081285,-0.225829
nitrobenzene_0_05,0.5721646,0.005,-0.027292,-0.065584,-0.05497
nitrobenzene_0_05,54.6746891,0.547,-0.019871,-0.035204,-0.069127
nitrobenzene_0_05,75.2537687,0.754,-0.017844,-0.038231,-0.044797
nitrobenzene_0_05,75.2537682,0.754,-0.015609,-0.029977,-0.048203
nitrobenzene_10_015,38.1181263,0.378,-0.71973,0.505133,-0.311802
nitrobenzene_10_015,38.1192537,0.378,-0.428507,0.178047,0.368323
nitrobenzene_10_015,38.0623134,0.378,-0.362962,-0.399893,0.618904
nitrobenzene_10_015,38.1191256,0.378,-0.235788,-0.322626,0.134224
nitrobenzene_10_015,38.1181298,0.378,-0.1917,-0.2707,-0.284356
nitrobenzene_10_015,38.1150983,0.378,-0.16246,-0.355512,-0.151531
nitrobenzene_10_015,0.5789083,0.005,-0.131725,-0.276188,-0.317486
nitrobenzene_10_015,0.5688148,0.005,-0.123092,-0.301788,-0.258096
nitrobenzene_10_015,0.568814,0.005,-0.113444,-0.257588,-0.264012
nitrobenzene_10_015,0.5789056,0.005,-0.029743,-0.084603,-0.141893
nitrobenzene_10_015,0.580307,0.005,-0.026139,-0.068134,-0.036852
nitrobenzene_10_015,54.6277799,0.547,-0.019359,-0.040199,-0.04213
nitrobenzene_10_015,75.289303,0.754,-0.017892,-0.03789,-0.031888
nitrobenzene_10_015,75.2893029,0.754,-0.015978,-0.030203,-0.029023
nitrobenzene_10_05,38.1075257,0.378,-0.720425,0.475153,-0.336492
nitrobenzene_10_05,38.1223362,0.378,-0.433924,0.2194,0.37343
nitrobenzene_10_05,38.0665981,0.378,-0.361869,-0.392149,0.66104
nitrobenzene_10_05,38.1222585,0.378,-0.230374,-0.33113,0.061053
nitrobenzene_10_05,38.1077026,0.378,-0.189979,-0.27195,-0.264799
nitrobenzene_10_05,38.0890942,0.378,-0.16053,-0.358189,-0.143611
nitrobenzene_10_05,0.576161,0.005,-0.12915,-0.283619,-0.290506
nitrobenzene_10_05,0.5653064,0.005,-0.121754,-0.306011,-0.23659
nitrobenzene_10_05,0.5653179,0.005,-0.112635,-0.263493,-0.237903
nitrobenzene_10_05,0.5761574,0.005,-0.030689,-0.083734,-0.119949
nitrobenzene_10_05,0.5798796,0.005,-0.026713,-0.07604,-0.038568
nitrobenzene_10_05,54.6047465,0.547,-0.019888,-0.039079,-0.039487
nitrobenzene_10_05,75.2939728,0.754,-0.017822,-0.038827,-0.027716
nitrobenzene_10_05,75.2939729,0.754,-0.016022,-0.032708,-0.026642
nitrobenzene_1_015,38.1211899,0.378,-0.719851,0.529924,-0.286277
nitrobenzene_1_015,38.1157401,0.378,-0.424847,0.134948,0.350261
nitrobenzene_1_015,38.0565004,0.378,-0.360792,-0.391485,0.571591
nitrobenzene_1_015,38.1157799,0.378,-0.240901,-0.326562,0.220847
nitrobenzene_1_015,38.1211785,0.378,-0.195042,-0.274514,-0.298719
nitrobenzene_1_015,38.1135853,0.378,-0.164026,-0.358184,-0.144654
nitrobenzene_1_015,0.5773402,0.005,-0.13216,-0.268433,-0.342507
nitrobenzene_1_015,0.5690137,0.005,-0.123629,-0.2958,-0.280174
nitrobenzene_1_015,0.5690125,0.005,-0.113749,-0.250454,-0.283783
nitrobenzene_1_015,0.577338,0.005,-0.029471,-0.083721,-0.164603
nitrobenzene_1_015,0.5806296,0.005,-0.026124,-0.065848,-0.04189
nitrobenzene_1_015,54.6483243,0.547,-0.019363,-0.037399,-0.047768
nitrobenzene_1_015,75.2837821,0.754,-0.01727,-0.038973,-0.03395
nitrobenzene_1_015,75.2837815,0.754,-0.016017,-0.029471,-0.033021
nitrobenzene_1_05,38.1166446,0.378,-0.721301,0.562035,-0.239893
nitrobenzene_1_05,38.1106439,0.378,-0.419311,0.068218,0.303203
nitrobenzene_1_05,38.0471178,0.378,-0.355175,-0.366437,0.513603
nitrobenzene_1_05,38.110612,0.378,-0.249464,-0.347111,0.318335
nitrobenzene_1_05,38.1167444,0.378,-0.198572,-0.275694,-0.30937
nitrobenzene_1_05,38.0843211,0.378,-0.16671,-0.364258,-0.138643
nitrobenzene_1_05,0.5760466,0.005,-0.131301,-0.253521,-0.373131
nitrobenzene_1_05,0.5666305,0.005,-0.123223,-0.285335,-0.314654
nitrobenzene_1_05,0.5666323,0.005,-0.115136,-0.237798,-0.294275
nitrobenzene_1_05,0.5760442,0.005,-0.030925,-0.076189,-0.19116
nitrobenzene_1_05,0.5798283,0.005,-0.026845,-0.066516,-0.051751
nitrobenzene_1_05,54.6686342,0.547,-0.019468,-0.035384,-0.05765
nitrobenzene_1_05,75.2760009,0.754,-0.017338,-0.037545,-0.040181
nitrobenzene_1_05,75.2760016,0.754,-0.016197,-0.029718,-0.038371
nitrobenzene_11_015,38.1192439,0.378,-0.719162,0.509695,-0.307526
nitrobenzene_11_015,38.1166582,0.378,-0.42822,0.171102,0.362513
nitrobenzene_11_015,38.0601361,0.378,-0.363228,-0.40308,0.607336
nitrobenzene_11_015,38.1167745,0.378,-0.237876,-0.313978,0.162339
nitrobenzene_11_015,38.1193075,0.378,-0.192024,-0.273011,-0.291185
nitrobenzene_11_015,38.1111903,0.378,-0.162273,-0.357293,-0.158329
nitrobenzene_11_015,0.5788942,0.005,-0.131511,-0.274403,-0.320558
nitrobenzene_11_015,0.5711981,0.005,-0.122897,-0.30017,-0.261254
nitrobenzene_11_015,0.5711996,0.005,-0.113243,-0.256032,-0.267296
nitrobenzene_11_015,0.5788911,0.005,-0.029273,-0.090312,-0.145593
nitrobenzene_11_015,0.5810564,0.005,-0.02612,-0.068415,-0.038261
nitrobenzene_11_015,54.6308467,0.547,-0.019389,-0.040668,-0.044333
nitrobenzene_11_015,75.2888278,0.754,-0.017775,-0.036441,-0.03124
nitrobenzene_11_015,75.2888274,0.754,-0.015964,-0.030269,-0.029723
nitrobenzene_11_05,38.1115419,0.378,-0.719673,0.485554,-0.328369
nitrobenzene_11_05,38.1151334,0.378,-0.432089,0.200583,0.35324
nitrobenzene_11_05,38.0603033,0.378,-0.361711,-0.396242,0.643202
nitrobenzene_11_05,38.1152349,0.378,-0.238241,-0.291425,0.137989
nitrobenzene_11_05,38.1114887,0.378,-0.188652,-0.284811,-0.281146
nitrobenzene_11_05,38.0586267,0.378,-0.16084,-0.380253,-0.17399
nitrobenzene_11_05,0.5770749,0.005,-0.129034,-0.2765,-0.294544
nitrobenzene_11_05,0.57419,0.005,-0.120855,-0.29984,-0.236222
nitrobenzene_11_05,0.5741911,0.005,-0.112116,-0.262623,-0.243659
nitrobenzene_11_05,0.5770714,0.005,-0.029988,-0.103195,-0.134024
nitrobenzene_11_05,0.5715546,0.005,-0.025528,-0.077053,-0.045583
nitrobenzene_11_05,54.6123879,0.547,-0.019622,-0.042614,-0.042689
nitrobenzene_11_05,75.2923615,0.754,-0.017542,-0.039235,-0.028352
nitrobenzene_11_05,75.2923614,0.754,-0.015746,-0.032981,-0.027131
nitrobenzene_12_015,38.1185297,0.378,-0.719069,0.517836,-0.299415
nitrobenzene_12_015,38.1194462,0.378,-0.426886,0.15937,0.364646
nitrobenzene_12_015,38.0599001,0.378,-0.362346,-0.400035,0.597897
nitrobenzene_12_015,38.1194596,0.378,-0.238441,-0.324236,0.166148
nitrobenzene_12_015,38.1185591,0.378,-0.193768,-0.269346,-0.29344
nitrobenzene_12_015,38.1198973,0.378,-0.163126,-0.353294,-0.147133
nitrobenzene_12_015,0.578778,0.005,-0.13297,-0.272176,-0.329394
nitrobenzene_12_015,0.5667616,0.005,-0.123781,-0.301461,-0.267483
nitrobenzene_12_015,0.566764,0.005,-0.113618,-0.25421,-0.276517
nitrobenzene_12_015,0.578775,0.005,-0.029627,-0.079854,-0.148811
nitrobenzene_12_015,0.577353,0.005,-0.026047,-0.066557,-0.039244
nitrobenzene_12_015,54.6376109,0.547,-0.019263,-0.037672,-0.044478
nitrobenzene_12_015,75.2869412,0.754,-0.017806,-0.035766,-0.032606
nitrobenzene_12_015,75.2869412,0.754,-0.015744,-0.028993,-0.03615
nitrobenzene_12_05,38.1091594,0.378,-0.719041,0.5212,-0.293039
nitrobenzene_12_05,38.1218887,0.378,-0.427125,0.154778,0.367228
nitrobenzene_12_05,38.0603762,0.378,-0.359586,-0.397858,0.596762
nitrobenzene_12_05,38.1218991,0.378,-0.239199,-0.336254,0.15849
nitrobenzene_12_05,38.1090626,0.378,-0.195109,-0.265128,-0.295286
nitrobenzene_12_05,38.1194431,0.378,-0.164571,-0.350502,-0.140097
nitrobenzene_12_05,0.577801,0.005,-0.13223,-0.26977,-0.326745
nitrobenzene_12_05,0.5561098,0.005,-0.125024,-0.301631,-0.274814
nitrobenzene_12_05,0.5561089,0.005,-0.114272,-0.253614,-0.283403
nitrobenzene_12_05,0.5777977,0.005,-0.03188,-0.064479,-0.147899
nitrobenzene_12_05,0.5757284,0.005,-0.027155,-0.066718,-0.043222
nitrobenzene_12_05,54.6364417,0.547,-0.019652,-0.033327,-0.048165
nitrobenzene_12_05,75.2877827,0.754,-0.017847,-0.036633,-0.035181
nitrobenzene_12_05,75.287782,0.754,-0.015553,-0.027462,-0.036122
nitrobenzene_13_015,38.1222195,0.378,0.721326,-0.495813,0.388908
nitrobenzene_13_015,38.1165505,0.378,0.434788,-0.172935,-0.512002
nitrobenzene_13_015,38.0613365,0.378,0.356537,0.372791,-0.506228
nitrobenzene_13_015,38.1180331,0.378,0.232257,0.322748,-0.186451
nitrobenzene_13_015,38.1169019,0.378,0.190327,0.282509,0.239696
nitrobenzene_13_015,38.1195554,0.378,0.160426,0.357521,0.117662
nitrobenzene_13_015,0.5761962,0.005,0.13162,0.293786,0.29185
nitrobenzene_13_015,0.5684664,0.005,0.122635,0.310375,0.22843
nitrobenzene_13_015,0.5711436,0.005,0.113146,0.270155,0.245563
nitrobenzene_13_015,0.579802,0.005,0.029543,0.094729,0.145783
nitrobenzene_13_015,0.5777616,0.005,0.025888,0.067438,0.036254
nitrobenzene_13_015,54.6261756,0.547,0.019443,0.041944,0.043642
nitrobenzene_13_015,75.288479,0.754,0.017042,0.040374,0.032092
nitrobenzene_13_015,75.2815571,0.754,0.015788,0.030877,0.033411
nitrobenzene_13_05,38.1205134,0.378,0.723052,-0.431474,0.531187
nitrobenzene_13_05,38.115175,0.378,0.458825,-0.22858,-0.762325
nitrobenzene_13_05,38.0557674,0.378,0.339258,0.338494,-0.230444
nitrobenzene_13_05,38.1163215,0.378,0.218231,0.314558,-0.135576
nitrobenzene_13_05,38.0981591,0.378,0.183766,0.295638,0.101688
nitrobenzene_13_05,38.1150081,0.378,0.154601,0.358414,0.041729
nitrobenzene_13_05,0.5712986,0.005,0.130478,0.330628,0.142847
nitrobenzene_13_05,0.5655019,0.005,0.120186,0.327828,0.104775
nitrobenzene_13_05,0.5743308,0.005,0.111303,0.300967,0.119031
nitrobenzene_13_05,0.580937,0.005,0.029302,0.11686,0.076858
nitrobenzene_13_05,0.5770191,0.005,0.025826,0.075057,0.022302
nitrobenzene_13_05,54.5653406,0.547,0.01938,0.046813,0.025508
nitrobenzene_13_05,75.2710867,0.754,0.017118,0.044134,0.015878
nitrobenzene_13_05,75.2591375,0.754,0.015236,0.03738,0.016589
nitrobenzene_14_015,38.1214439,0.378,-0.719312,0.518101,-0.297832
nitrobenzene_14_015,38.1192417,0.378,-0.427756,0.157248,0.363356
nitrobenzene_14_015,38.0595045,0.378,-0.362,-0.402093,0.593808
nitrobenzene_14_015,38.1192722,0.378,-0.237654,-0.323207,0.174989
nitrobenzene_14_015,38.1214059,0.378,-0.19353,-0.269422,-0.296464
nitrobenzene_14_015,38.1093562,0.378,-0.16286,-0.354705,-0.152771
nitrobenzene_14_015,0.5777704,0.005,-0.132024,-0.271669,-0.329741
nitrobenzene_14_015,0.5670124,0.005,-0.123479,-0.298429,-0.269737
nitrobenzene_14_015,0.5670154,0.005,-0.113633,-0.253275,-0.273149
nitrobenzene_14_015,0.5777682,0.005,-0.029974,-0.080905,-0.150534
nitrobenzene_14_015,0.5810457,0.005,-0.026349,-0.068711,-0.042459
nitrobenzene_14_015,54.6370408,0.547,-0.019481,-0.039924,-0.047512
nitrobenzene_14_015,75.2871767,0.754,-0.017238,-0.039238,-0.03175
nitrobenzene_14_015,75.2871769,0.754,-0.015989,-0.029762,-0.031363
nitrobenzene_14_05,38.1198125,0.378,-0.719482,0.517316,-0.296704
nitrobenzene_14_05,38.1217035,0.378,-0.428106,0.157359,0.360427
nitrobenzene_14_05,38.0587775,0.378,-0.359219,-0.3955,0.599951
nitrobenzene_14_05,38.1216899,0.378,-0.238938,-0.327448,0.172656
nitrobenzene_14_05,38.1197505,0.378,-0.194862,-0.271717,-0.29498
nitrobenzene_14_05,38.0482294,0.378,-0.163992,-0.360592,-0.150059
nitrobenzene_14_05,0.5777371,0.005,-0.130711,-0.27046,-0.329381
nitrobenzene_14_05,0.5571248,0.005,-0.123014,-0.299897,-0.273322
nitrobenzene_14_05,0.5571311,0.005,-0.114577,-0.252792,-0.272471
nitrobenzene_14_05,0.577735,0.005,-0.032263,-0.068976,-0.138937
nitrobenzene_14_05,0.5571952,0.005,-0.02736,-0.067689,-0.041022
nitrobenzene_14_05,54.6347144,0.547,-0.019361,-0.039924,-0.047951
nitrobenzene_14_05,75.2884323,0.754,-0.017716,-0.035684,-0.032879
nitrobenzene_14_05,75.2884311,0.754,-0.015891,-0.030425,-0.031217
nitrobenzene_15_015,38.1185893,0.378,-0.719086,0.518059,-0.298957
nitrobenzene_15_015,38.1193552,0.378,-0.426891,0.159335,0.364656
nitrobenzene_15_015,38.0598697,0.378,-0.362339,-0.400592,0.597377
nitrobenzene_15_015,38.1193541,0.378,-0.238437,-0.324601,0.166237
nitrobenzene_15_015,38.1186198,0.378,-0.193264,-0.268852,-0.292473
nitrobenzene_15_015,38.1199647,0.378,-0.163121,-0.353643,-0.147004
nitrobenzene_15_015,0.578823,0.005,-0.132968,-0.272432,-0.329284
nitrobenzene_15_015,0.5668722,0.005,-0.124342,-0.298425,-0.268915
nitrobenzene_15_015,0.5668761,0.005,-0.11374,-0.255251,-0.277406
nitrobenzene_15_015,0.5788202,0.005,-0.029626,-0.079955,-0.148942
nitrobenzene_15_015,0.5772697,0.005,-0.026047,-0.066632,-0.039287
nitrobenzene_15_015,54.6376263,0.547,-0.019368,-0.039287,-0.046008
nitrobenzene_15_015,75.2869485,0.754,-0.01791,-0.03735,-0.034023
nitrobenzene_15_015,75.2869487,0.754,-0.015744,-0.029027,-0.036161
nitrobenzene_15_05,38.1093547,0.378,-0.718771,0.521514,-0.293402
nitrobenzene_15_05,38.1218531,0.378,-0.427035,0.154935,0.367246
nitrobenzene_15_05,38.0602454,0.378,-0.359948,-0.397407,0.596927
nitrobenzene_15_05,38.1218725,0.378,-0.239269,-0.336326,0.15839
nitrobenzene_15_05,38.109242,0.378,-0.195071,-0.264775,-0.294615
nitrobenzene_15_05,38.1196621,0.378,-0.164543,-0.349979,-0.139764
nitrobenzene_15_05,0.5780879,0.005,-0.133018,-0.26863,-0.328874
nitrobenzene_15_05,0.5567735,0.005,-0.125125,-0.302953,-0.274744
nitrobenzene_15_05,0.5567848,0.005,-0.114265,-0.253415,-0.281933
nitrobenzene_15_05,0.5780847,0.005,-0.031315,-0.067695,-0.146459
nitrobenzene_15_05,0.575422,0.005,-0.027152,-0.066621,-0.042941
nitrobenzene_15_05,54.6364844,0.547,-0.019647,-0.03325,-0.048446
nitrobenzene_15_05,75.2877936,0.754,-0.017845,-0.036582,-0.035108
nitrobenzene_15_05,75.2877919,0.754,-0.01555,-0.027421,-0.036095
nitrobenzene_16_015,38.1191446,0.378,-0.719293,0.517421,-0.299679
nitrobenzene_16_015,38.118955,0.378,-0.42643,0.159777,0.36363
nitrobenzene_16_015,38.0600585,0.378,-0.36232,-0.399802,0.601457
nitrobenzene_16_015,38.1188957,0.378,-0.238169,-0.321597,0.164715
nitrobenzene_16_015,38.1192393,0.378,-0.193879,-0.269615,-0.294051
nitrobenzene_16_015,38.1132348,0.378,-0.16331,-0.354737,-0.151163
nitrobenzene_16_015,0.5788803,0.005,-0.133063,-0.272525,-0.329026
nitrobenzene_16_015,0.5679731,0.005,-0.123815,-0.301475,-0.267008
nitrobenzene_16_015,0.5679771,0.005,-0.1139,-0.255066,-0.270819
nitrobenzene_16_015,0.5788773,0.005,-0.029596,-0.081033,-0.146456
nitrobenzene_16_015,0.580274,0.005,-0.026189,-0.067515,-0.039582
nitrobenzene_16_015,54.6370106,0.547,-0.019286,-0.037941,-0.043326
nitrobenzene_16_015,75.2871207,0.754,-0.017817,-0.035868,-0.032226
nitrobenzene_16_015,75.2871206,0.754,-0.016,-0.029739,-0.030684
nitrobenzene_16_05,38.1115026,0.378,-0.720325,0.516193,-0.298329
nitrobenzene_16_05,38.1215794,0.378,-0.425652,0.161294,0.367373
nitrobenzene_16_05,38.0606624,0.378,-0.360273,-0.399733,0.604071
nitrobenzene_16_05,38.121601,0.378,-0.238367,-0.325743,0.159692
nitrobenzene_16_05,38.1114194,0.378,-0.193924,-0.265094,-0.29571
nitrobenzene_16_05,38.0754872,0.378,-0.163305,-0.354812,-0.153175
nitrobenzene_16_05,0.5779186,0.005,-0.132339,-0.272526,-0.321679
nitrobenzene_16_05,0.561665,0.005,-0.125016,-0.300761,-0.264891
nitrobenzene_16_05,0.5616804,0.005,-0.114777,-0.257462,-0.272354
nitrobenzene_16_05,0.5779148,0.005,-0.03158,-0.075091,-0.142156
nitrobenzene_16_05,0.5782425,0.005,-0.027743,-0.071558,-0.046207
nitrobenzene_16_05,54.6347321,0.547,-0.020011,-0.036971,-0.048903
nitrobenzene_16_05,75.2883048,0.754,-0.017885,-0.037031,-0.033656
nitrobenzene_16_05,75.2883051,0.754,-0.016064,-0.03091,-0.032211
nitrobenzene_17_015,38.117748,0.378,0.718125,-0.527639,0.286704
nitrobenzene_17_015,38.1131536,0.378,0.428278,-0.140827,-0.351583
nitrobenzene_17_015,38.0598051,0.378,0.360028,0.393343,-0.594624
nitrobenzene_17_015,38.1172336,0.378,0.239093,0.334167,-0.173145
nitrobenzene_17_015,38.1206069,0.378,0.196637,0.264921,0.289998
nitrobenzene_17_015,38.117308,0.378,0.164519,0.352614,0.142311
nitrobenzene_17_015,0.5771169,0.005,0.132157,0.271273,0.340149
nitrobenzene_17_015,0.568173,0.005,0.123838,0.300528,0.283441
nitrobenzene_17_015,0.5676711,0.005,0.114265,0.25155,0.277159
nitrobenzene_17_015,0.5763428,0.005,0.029987,0.077842,0.165776
nitrobenzene_17_015,0.5793306,0.005,0.026017,0.063531,0.040168
nitrobenzene_17_015,54.6376986,0.547,0.019246,0.035729,0.04664
nitrobenzene_17_015,75.2869494,0.754,0.017228,0.03833,0.033271
nitrobenzene_17_015,75.2867432,0.754,0.01598,0.02887,0.032361
nitrobenzene_17_05,38.0460113,0.378,0.713935,-0.558455,0.246794
nitrobenzene_17_05,38.0833484,0.378,0.434867,-0.082052,-0.316909
nitrobenzene_17_05,38.0541,0.378,0.351225,0.377713,-0.615664
nitrobenzene_17_05,38.1071815,0.378,0.241418,0.356936,-0.131822
nitrobenzene_17_05,38.1046971,0.378,0.205018,0.25386,0.289534
nitrobenzene_17_05,38.0449285,0.378,0.168792,0.352244,0.136864
nitrobenzene_17_05,0.5745595,0.005,0.131711,0.253892,0.347286
nitrobenzene_17_05,0.5626062,0.005,0.124239,0.297565,0.323434
nitrobenzene_17_05,0.5608775,0.005,0.11698,0.244748,0.280781
nitrobenzene_17_05,0.5709957,0.005,0.031341,0.062737,0.171284
nitrobenzene_17_05,0.5790923,0.005,0.025803,0.054876,0.039868
nitrobenzene_17_05,54.6339659,0.547,0.018982,0.030383,0.048872
nitrobenzene_17_05,75.2870501,0.754,0.017182,0.035699,0.034764
nitrobenzene_17_05,75.2865927,0.754,0.015851,0.027417,0.033173
