e,an,bnd1,ang1,cmdt1,cmdb1,cmod1,cmevs1,cmevl1,bnd2,cmdt2,cmdb2,cmod2,cmevs2,cmevl2,bnd3,cmdt3,cmdb3,cmod3,cmevs3,cmevlbnd3,bnd4,cmdt3,cmdb3,cmod3,cmevs3,cmevl3
0.5773879,1,1.097,107.8,0.500,36.858,5.469,-0.305,37.663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5771043,1,1.090,108.4,0.500,36.858,5.505,-0.315,37.673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.1342017,6,1.091,102.0,36.858,0.500,5.500,-0.314,37.672,1.095,36.858,0.500,5.479,-0.308,37.666,1.549,36.858,36.858,23.241,13.617,60.099,1.556,36.858,36.858,23.136,13.722,59.994
38.1150674,6,1.518,93.2,36.858,36.858,23.715,13.143,60.573,1.549,36.858,36.858,23.241,13.617,60.099,1.554,36.858,36.858,23.166,13.692,60.024,1.573,36.858,36.858,22.886,13.972,59.744
38.1212565,6,1.095,93.2,36.858,0.500,5.479,-0.308,37.666,1.542,36.858,36.858,23.346,13.512,60.204,1.543,36.858,36.858,23.331,13.527,60.189,1.557,36.858,36.858,23.121,13.737,59.979
38.1334993,6,1.094,102.8,36.858,0.500,5.484,-0.309,37.667,1.095,36.858,0.500,5.479,-0.308,37.666,1.543,36.858,36.858,23.331,13.527,60.189,1.556,36.858,36.858,23.136,13.722,59.994
0.5795952,1,1.091,107.3,0.500,36.858,5.500,-0.314,37.672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5849407,1,1.095,107.3,0.500,36.858,5.479,-0.308,37.666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5840028,1,1.094,107.1,0.500,36.858,5.484,-0.309,37.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5847882,1,1.095,107.1,0.500,36.858,5.479,-0.308,37.666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.1157221,6,1.535,93.2,36.858,36.858,23.453,13.405,60.311,1.537,36.858,36.858,23.422,13.436,60.280,1.557,36.858,36.858,23.121,13.737,59.979,1.573,36.858,36.858,22.886,13.972,59.744
38.0369348,6,1.094,100.3,36.858,0.500,5.484,-0.309,37.667,1.446,36.858,73.517,33.195,17.268,93.107,1.549,36.858,36.858,23.241,13.617,60.099,1.554,36.858,36.858,23.166,13.692,60.024
0.5823732,1,1.094,108.5,0.500,36.858,5.484,-0.309,37.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.1339378,6,1.093,102.5,36.858,0.500,5.489,-0.311,37.669,1.094,36.858,0.500,5.484,-0.309,37.667,1.542,36.858,36.858,23.346,13.512,60.204,1.549,36.858,36.858,23.241,13.617,60.099
0.5842037,1,1.094,107.7,0.500,36.858,5.484,-0.309,37.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5802648,1,1.093,107.7,0.500,36.858,5.489,-0.311,37.669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5855722,1,1.095,113.9,0.500,36.858,5.479,-0.308,37.666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.1455471,6,1.091,106.8,36.858,0.500,5.500,-0.314,37.672,1.096,36.858,0.500,5.474,-0.306,37.664,1.097,36.858,0.500,5.469,-0.305,37.663,1.535,36.858,36.858,23.453,13.405,60.311
0.5855715,1,1.096,107.3,0.500,36.858,5.474,-0.306,37.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5847859,1,1.097,107.3,0.500,36.858,5.469,-0.305,37.663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5846951,1,1.091,107.7,0.500,36.858,5.500,-0.314,37.672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.1456619,6,1.092,106.8,36.858,0.500,5.495,-0.312,37.670,1.096,36.858,0.500,5.474,-0.306,37.664,1.096,36.858,0.500,5.474,-0.306,37.664,1.537,36.858,36.858,23.422,13.436,60.280
0.5843046,1,1.096,107.2,0.500,36.858,5.474,-0.306,37.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5854283,1,1.096,107.2,0.500,36.858,5.474,-0.306,37.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5862222,1,1.092,107.3,0.500,36.858,5.495,-0.312,37.670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.1484219,6,1.096,107.0,36.858,0.500,5.474,-0.306,37.664,1.096,36.858,0.500,5.474,-0.306,37.664,1.096,36.858,0.500,5.474,-0.306,37.664,1.518,36.858,36.858,23.715,13.143,60.573
0.5837603,1,1.096,107.0,0.500,36.858,5.474,-0.306,37.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5869631,1,1.096,108.0,0.500,36.858,5.474,-0.306,37.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5839452,1,1.096,107.0,0.500,36.858,5.474,-0.306,37.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75.4148543,8,1.370,108.5,73.517,36.858,35.036,15.646,94.729,1.446,73.517,36.858,33.195,17.268,93.107,0,0,0,0,0,0,0,0,0,0,0,0
37.8926231,6,1.206,108.2,36.858,73.517,39.801,11.369,99.006,1.370,36.858,73.517,35.036,15.646,94.729,1.519,36.858,36.858,23.700,13.158,60.558,0,0,0,0,0,0
75.3811735,8,1.206,119.2,73.517,36.858,39.801,11.369,99.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.1531684,6,1.091,107.9,36.858,0.500,5.500,-0.314,37.672,1.095,36.858,0.500,5.479,-0.308,37.666,1.096,36.858,0.500,5.474,-0.306,37.664,1.519,36.858,36.858,23.700,13.158,60.558
0.5793827,1,1.095,107.9,0.500,36.858,5.479,-0.308,37.666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5770481,1,1.096,107.9,0.500,36.858,5.474,-0.306,37.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5768658,1,1.091,108.2,0.500,36.858,5.500,-0.314,37.672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.134056,6,1.092,102.0,36.858,0.500,5.495,-0.312,37.670,1.094,36.858,0.500,5.484,-0.309,37.667,1.550,36.858,36.858,23.226,13.632,60.084,1.556,36.858,36.858,23.136,13.722,59.994
38.1150843,6,1.518,93.2,36.858,36.858,23.715,13.143,60.573,1.550,36.858,36.858,23.226,13.632,60.084,1.554,36.858,36.858,23.166,13.692,60.024,1.572,36.858,36.858,22.901,13.957,59.759
38.1212452,6,1.094,93.2,36.858,0.500,5.484,-0.309,37.667,1.543,36.858,36.858,23.331,13.527,60.189,1.543,36.858,36.858,23.331,13.527,60.189,1.557,36.858,36.858,23.121,13.737,59.979
38.1333811,6,1.094,102.8,36.858,0.500,5.484,-0.309,37.667,1.095,36.858,0.500,5.479,-0.308,37.666,1.543,36.858,36.858,23.331,13.527,60.189,1.556,36.858,36.858,23.136,13.722,59.994
0.5797273,1,1.092,107.2,0.500,36.858,5.495,-0.312,37.670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5849386,1,1.094,107.2,0.500,36.858,5.484,-0.309,37.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5839969,1,1.095,107.2,0.500,36.858,5.479,-0.308,37.666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5847739,1,1.094,107.2,0.500,36.858,5.484,-0.309,37.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.1155754,6,1.535,93.2,36.858,36.858,23.453,13.405,60.311,1.537,36.858,36.858,23.422,13.436,60.280,1.557,36.858,36.858,23.121,13.737,59.979,1.572,36.858,36.858,22.901,13.957,59.759
38.0372366,6,1.093,100.3,36.858,0.500,5.489,-0.311,37.669,1.446,36.858,73.517,33.195,17.268,93.107,1.549,36.858,36.858,23.241,13.617,60.099,1.554,36.858,36.858,23.166,13.692,60.024
0.5819579,1,1.093,108.6,0.500,36.858,5.489,-0.311,37.669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.1340546,6,1.093,102.5,36.858,0.500,5.489,-0.311,37.669,1.094,36.858,0.500,5.484,-0.309,37.667,1.543,36.858,36.858,23.331,13.527,60.189,1.549,36.858,36.858,23.241,13.617,60.099
0.5842098,1,1.094,107.6,0.500,36.858,5.484,-0.309,37.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5802291,1,1.093,107.6,0.500,36.858,5.489,-0.311,37.669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5855435,1,1.094,113.9,0.500,36.858,5.484,-0.309,37.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.1455848,6,1.091,106.8,36.858,0.500,5.500,-0.314,37.672,1.095,36.858,0.500,5.479,-0.308,37.666,1.096,36.858,0.500,5.474,-0.306,37.664,1.535,36.858,36.858,23.453,13.405,60.311
0.5855534,1,1.095,107.4,0.500,36.858,5.479,-0.308,37.666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.584776,1,1.096,107.4,0.500,36.858,5.474,-0.306,37.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5847084,1,1.091,107.6,0.500,36.858,5.500,-0.314,37.672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.1457883,6,1.092,106.8,36.858,0.500,5.495,-0.312,37.670,1.096,36.858,0.500,5.474,-0.306,37.664,1.096,36.858,0.500,5.474,-0.306,37.664,1.537,36.858,36.858,23.422,13.436,60.280
0.5842627,1,1.096,107.2,0.500,36.858,5.474,-0.306,37.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5854224,1,1.096,107.2,0.500,36.858,5.474,-0.306,37.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5862782,1,1.092,107.3,0.500,36.858,5.495,-0.312,37.670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.148373,6,1.096,107.1,36.858,0.500,5.474,-0.306,37.664,1.096,36.858,0.500,5.474,-0.306,37.664,1.096,36.858,0.500,5.474,-0.306,37.664,1.518,36.858,36.858,23.715,13.143,60.573
0.583957,1,1.096,107.1,0.500,36.858,5.474,-0.306,37.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5869188,1,1.096,107.9,0.500,36.858,5.474,-0.306,37.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5839774,1,1.096,107.1,0.500,36.858,5.474,-0.306,37.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75.415424,8,1.368,108.6,73.517,36.858,35.088,15.600,94.775,1.446,73.517,36.858,33.195,17.268,93.107,0,0,0,0,0,0,0,0,0,0,0,0
37.8938516,6,1.208,107.9,36.858,73.517,39.735,11.429,98.946,1.368,36.858,73.517,35.088,15.600,94.775,1.519,36.858,36.858,23.700,13.158,60.558,0,0,0,0,0,0
75.3807169,8,1.208,118.8,73.517,36.858,39.735,11.429,98.946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.1531348,6,1.091,107.9,36.858,0.500,5.500,-0.314,37.672,1.094,36.858,0.500,5.484,-0.309,37.667,1.095,36.858,0.500,5.479,-0.308,37.666,1.519,36.858,36.858,23.700,13.158,60.558
0.5793342,1,1.094,107.9,0.500,36.858,5.484,-0.309,37.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5770997,1,1.095,107.9,0.500,36.858,5.479,-0.308,37.666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5768807,1,1.091,107.9,0.500,36.858,5.500,-0.314,37.672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.1341825,6,1.091,102.0,36.858,0.500,5.500,-0.314,37.672,1.094,36.858,0.500,5.484,-0.309,37.667,1.550,36.858,36.858,23.226,13.632,60.084,1.557,36.858,36.858,23.121,13.737,59.979
38.1149602,6,1.517,93.2,36.858,36.858,23.731,13.127,60.589,1.550,36.858,36.858,23.226,13.632,60.084,1.553,36.858,36.858,23.181,13.677,60.039,1.573,36.858,36.858,22.886,13.972,59.744
38.1212866,6,1.094,93.2,36.858,0.500,5.484,-0.309,37.667,1.542,36.858,36.858,23.346,13.512,60.204,1.543,36.858,36.858,23.331,13.527,60.189,1.558,36.858,36.858,23.107,13.751,59.965
38.1335195,6,1.094,102.8,36.858,0.500,5.484,-0.309,37.667,1.095,36.858,0.500,5.479,-0.308,37.666,1.542,36.858,36.858,23.346,13.512,60.204,1.557,36.858,36.858,23.121,13.737,59.979
0.579818,1,1.091,107.2,0.500,36.858,5.500,-0.314,37.672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.584931,1,1.094,107.2,0.500,36.858,5.484,-0.309,37.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5839885,1,1.095,107.2,0.500,36.858,5.479,-0.308,37.666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5847626,1,1.094,107.2,0.500,36.858,5.484,-0.309,37.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.1159019,6,1.534,93.2,36.858,36.858,23.468,13.390,60.326,1.536,36.858,36.858,23.438,13.420,60.296,1.558,36.858,36.858,23.107,13.751,59.965,1.573,36.858,36.858,22.886,13.972,59.744
38.037201,6,1.091,100.3,36.858,0.500,5.500,-0.314,37.672,1.446,36.858,73.517,33.195,17.268,93.107,1.550,36.858,36.858,23.226,13.632,60.084,1.553,36.858,36.858,23.181,13.677,60.039
0.5817096,1,1.091,108.8,0.500,36.858,5.500,-0.314,37.672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.1339028,6,1.093,102.5,36.858,0.500,5.489,-0.311,37.669,1.095,36.858,0.500,5.479,-0.308,37.666,1.543,36.858,36.858,23.331,13.527,60.189,1.550,36.858,36.858,23.226,13.632,60.084
0.5842161,1,1.095,107.6,0.500,36.858,5.479,-0.308,37.666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5801926,1,1.093,107.6,0.500,36.858,5.489,-0.311,37.669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5855176,1,1.094,114.0,0.500,36.858,5.484,-0.309,37.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.1455149,6,1.091,106.8,36.858,0.500,5.500,-0.314,37.672,1.096,36.858,0.500,5.474,-0.306,37.664,1.096,36.858,0.500,5.474,-0.306,37.664,1.534,36.858,36.858,23.468,13.390,60.326
0.5855391,1,1.096,107.3,0.500,36.858,5.474,-0.306,37.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5847701,1,1.096,107.3,0.500,36.858,5.474,-0.306,37.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5847265,1,1.091,107.6,0.500,36.858,5.500,-0.314,37.672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.1457473,6,1.092,106.8,36.858,0.500,5.495,-0.312,37.670,1.096,36.858,0.500,5.474,-0.306,37.664,1.097,36.858,0.500,5.469,-0.305,37.663,1.536,36.858,36.858,23.438,13.420,60.296
0.584234,1,1.097,107.2,0.500,36.858,5.469,-0.305,37.663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.585431,1,1.096,107.2,0.500,36.858,5.474,-0.306,37.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5863087,1,1.092,107.2,0.500,36.858,5.495,-0.312,37.670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.1483504,6,1.096,107.1,36.858,0.500,5.474,-0.306,37.664,1.096,36.858,0.500,5.474,-0.306,37.664,1.097,36.858,0.500,5.469,-0.305,37.663,1.517,36.858,36.858,23.731,13.127,60.589
0.5840355,1,1.097,107.1,0.500,36.858,5.469,-0.305,37.663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5868658,1,1.096,107.9,0.500,36.858,5.474,-0.306,37.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5840216,1,1.096,107.1,0.500,36.858,5.474,-0.306,37.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75.4158227,8,1.365,108.8,73.517,36.858,35.165,15.532,94.843,1.446,73.517,36.858,33.195,17.268,93.107,0,0,0,0,0,0,0,0,0,0,0,0
37.8943433,6,1.207,107.7,36.858,73.517,39.768,11.399,98.976,1.365,36.858,73.517,35.165,15.532,94.843,1.519,36.858,36.858,23.700,13.158,60.558,0,0,0,0,0,0
75.3803699,8,1.207,118.5,73.517,36.858,39.768,11.399,98.976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.1529917,6,1.090,107.7,36.858,0.500,5.505,-0.315,37.673,1.096,36.858,0.500,5.474,-0.306,37.664,1.096,36.858,0.500,5.474,-0.306,37.664,1.519,36.858,36.858,23.700,13.158,60.558
0.5791949,1,1.096,107.8,0.500,36.858,5.474,-0.306,37.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5773092,1,1.096,107.8,0.500,36.858,5.474,-0.306,37.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5768651,1,1.090,107.7,0.500,36.858,5.505,-0.315,37.673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.134099,6,1.092,102.0,36.858,0.500,5.495,-0.312,37.670,1.094,36.858,0.500,5.484,-0.309,37.667,1.550,36.858,36.858,23.226,13.632,60.084,1.557,36.858,36.858,23.121,13.737,59.979
38.1150211,6,1.517,93.2,36.858,36.858,23.731,13.127,60.589,1.550,36.858,36.858,23.226,13.632,60.084,1.553,36.858,36.858,23.181,13.677,60.039,1.574,36.858,36.858,22.872,13.986,59.730
38.1212774,6,1.094,93.2,36.858,0.500,5.484,-0.309,37.667,1.542,36.858,36.858,23.346,13.512,60.204,1.543,36.858,36.858,23.331,13.527,60.189,1.558,36.858,36.858,23.107,13.751,59.965
38.1332637,6,1.093,102.8,36.858,0.500,5.489,-0.311,37.669,1.094,36.858,0.500,5.484,-0.309,37.667,1.542,36.858,36.858,23.346,13.512,60.204,1.557,36.858,36.858,23.121,13.737,59.979
0.5798964,1,1.092,107.2,0.500,36.858,5.495,-0.312,37.670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5849308,1,1.094,107.2,0.500,36.858,5.484,-0.309,37.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5839808,1,1.093,107.3,0.500,36.858,5.489,-0.311,37.669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5847621,1,1.094,107.3,0.500,36.858,5.484,-0.309,37.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.1158985,6,1.534,93.2,36.858,36.858,23.468,13.390,60.326,1.536,36.858,36.858,23.438,13.420,60.296,1.558,36.858,36.858,23.107,13.751,59.965,1.574,36.858,36.858,22.872,13.986,59.730
38.0371411,6,1.090,100.3,36.858,0.500,5.505,-0.315,37.673,1.446,36.858,73.517,33.195,17.268,93.107,1.550,36.858,36.858,23.226,13.632,60.084,1.553,36.858,36.858,23.181,13.677,60.039
0.5816483,1,1.090,108.9,0.500,36.858,5.505,-0.315,37.673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.1339285,6,1.093,102.6,36.858,0.500,5.489,-0.311,37.669,1.094,36.858,0.500,5.484,-0.309,37.667,1.543,36.858,36.858,23.331,13.527,60.189,1.550,36.858,36.858,23.226,13.632,60.084
0.5842197,1,1.094,107.6,0.500,36.858,5.484,-0.309,37.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5801547,1,1.093,107.6,0.500,36.858,5.489,-0.311,37.669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5854958,1,1.094,113.9,0.500,36.858,5.484,-0.309,37.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.1453518,6,1.091,106.8,36.858,0.500,5.500,-0.314,37.672,1.096,36.858,0.500,5.474,-0.306,37.664,1.096,36.858,0.500,5.474,-0.306,37.664,1.534,36.858,36.858,23.468,13.390,60.326
0.5855324,1,1.096,107.4,0.500,36.858,5.474,-0.306,37.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5847671,1,1.096,107.4,0.500,36.858,5.474,-0.306,37.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5847159,1,1.091,107.7,0.500,36.858,5.500,-0.314,37.672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.1457725,6,1.092,106.8,36.858,0.500,5.495,-0.312,37.670,1.096,36.858,0.500,5.474,-0.306,37.664,1.096,36.858,0.500,5.474,-0.306,37.664,1.536,36.858,36.858,23.438,13.420,60.296
0.5842179,1,1.096,107.2,0.500,36.858,5.474,-0.306,37.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5854211,1,1.096,107.3,0.500,36.858,5.474,-0.306,37.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5863602,1,1.092,107.2,0.500,36.858,5.495,-0.312,37.670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.1482408,6,1.095,107.2,36.858,0.500,5.479,-0.308,37.666,1.096,36.858,0.500,5.474,-0.306,37.664,1.097,36.858,0.500,5.469,-0.305,37.663,1.517,36.858,36.858,23.731,13.127,60.589
0.5840723,1,1.097,107.2,0.500,36.858,5.469,-0.305,37.663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5868384,1,1.096,108.0,0.500,36.858,5.474,-0.306,37.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5840803,1,1.095,107.2,0.500,36.858,5.479,-0.308,37.666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75.4159501,8,1.363,108.9,73.517,36.858,35.216,15.487,94.888,1.446,73.517,36.858,33.195,17.268,93.107,0,0,0,0,0,0,0,0,0,0,0,0
37.8947119,6,1.209,107.7,36.858,73.517,39.702,11.459,98.916,1.363,36.858,73.517,35.216,15.487,94.888,1.519,36.858,36.858,23.700,13.158,60.558,0,0,0,0,0,0
75.3801092,8,1.209,118.4,73.517,36.858,39.702,11.459,98.916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.1528808,6,1.090,107.7,36.858,0.500,5.505,-0.315,37.673,1.095,36.858,0.500,5.479,-0.308,37.666,1.096,36.858,0.500,5.474,-0.306,37.664,1.519,36.858,36.858,23.700,13.158,60.558
0.5790348,1,1.096,107.8,0.500,36.858,5.474,-0.306,37.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5776043,1,1.095,107.8,0.500,36.858,5.479,-0.308,37.666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5768102,1,1.090,107.7,0.500,36.858,5.505,-0.315,37.673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.1341102,6,1.092,102.0,36.858,0.500,5.495,-0.312,37.670,1.094,36.858,0.500,5.484,-0.309,37.667,1.549,36.858,36.858,23.241,13.617,60.099,1.557,36.858,36.858,23.121,13.737,59.979
38.1149264,6,1.517,93.2,36.858,36.858,23.731,13.127,60.589,1.549,36.858,36.858,23.241,13.617,60.099,1.552,36.858,36.858,23.196,13.662,60.054,1.573,36.858,36.858,22.886,13.972,59.744
38.1212068,6,1.094,93.2,36.858,0.500,5.484,-0.309,37.667,1.542,36.858,36.858,23.346,13.512,60.204,1.543,36.858,36.858,23.331,13.527,60.189,1.558,36.858,36.858,23.107,13.751,59.965
38.133512,6,1.094,102.8,36.858,0.500,5.484,-0.309,37.667,1.095,36.858,0.500,5.479,-0.308,37.666,1.542,36.858,36.858,23.346,13.512,60.204,1.557,36.858,36.858,23.121,13.737,59.979
0.5798328,1,1.092,107.2,0.500,36.858,5.495,-0.312,37.670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5849432,1,1.094,107.2,0.500,36.858,5.484,-0.309,37.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5840241,1,1.094,107.3,0.500,36.858,5.484,-0.309,37.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5847794,1,1.095,107.3,0.500,36.858,5.479,-0.308,37.666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.1158471,6,1.534,93.2,36.858,36.858,23.468,13.390,60.326,1.536,36.858,36.858,23.438,13.420,60.296,1.558,36.858,36.858,23.107,13.751,59.965,1.573,36.858,36.858,22.886,13.972,59.744
38.0370262,6,1.089,100.3,36.858,0.500,5.510,-0.317,37.675,1.446,36.858,73.517,33.195,17.268,93.107,1.551,36.858,36.858,23.211,13.647,60.069,1.552,36.858,36.858,23.196,13.662,60.054
0.581758,1,1.089,108.9,0.500,36.858,5.510,-0.317,37.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.1339047,6,1.092,102.6,36.858,0.500,5.495,-0.312,37.670,1.093,36.858,0.500,5.489,-0.311,37.669,1.543,36.858,36.858,23.331,13.527,60.189,1.551,36.858,36.858,23.211,13.647,60.069
0.5843066,1,1.093,107.7,0.500,36.858,5.489,-0.311,37.669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5802509,1,1.092,107.7,0.500,36.858,5.495,-0.312,37.670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5855157,1,1.094,113.9,0.500,36.858,5.484,-0.309,37.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.1453607,6,1.091,106.8,36.858,0.500,5.500,-0.314,37.672,1.096,36.858,0.500,5.474,-0.306,37.664,1.096,36.858,0.500,5.474,-0.306,37.664,1.534,36.858,36.858,23.468,13.390,60.326
0.5855078,1,1.096,107.3,0.500,36.858,5.474,-0.306,37.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5847969,1,1.096,107.3,0.500,36.858,5.474,-0.306,37.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5847092,1,1.091,107.6,0.500,36.858,5.500,-0.314,37.672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.1456889,6,1.092,106.8,36.858,0.500,5.495,-0.312,37.670,1.096,36.858,0.500,5.474,-0.306,37.664,1.096,36.858,0.500,5.474,-0.306,37.664,1.536,36.858,36.858,23.438,13.420,60.296
0.5842406,1,1.096,107.1,0.500,36.858,5.474,-0.306,37.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5853923,1,1.096,107.2,0.500,36.858,5.474,-0.306,37.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.5863256,1,1.092,107.1,0.500,36.858,5.495,-0.312,37.670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
